Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774893174,10000,GET,/health,110.800000,0.000000,7700,9400,11000,12000,14000,14000,15000,15000,15000,15000,15000,5082,0,1200.0,3111.3724310881453,98.84624299957068,15427.111911998509,34.0
1774893174,10000,GET,/models,103.800000,0.000000,1200,1300,1400,1400,1500,1600,1900,2000,2000,2000,2000,4932,0,300.0,472.52552239596315,12.126493998948717,1999.535957000262,399.0
1774893174,10000,POST,/predict,1364.800000,0.000000,1200,1400,1400,1500,1600,1700,1800,1900,2000,2000,2000,29599,0,790.0,784.4820622347386,2.440809999825433,2020.4328239997267,44.98368188114463
1774893174,10000,,Aggregated,1579.400000,0.000000,1200,1400,1500,1500,1700,7100,11000,13000,15000,15000,15000,39613,0,720.0,1044.1616421713295,2.440809999825433,15427.111911998509,87.65122560775502
1774893175,10000,GET,/health,119.900000,0.000000,7700,9400,12000,14000,15000,17000,18000,18000,18000,18000,18000,5604,0,1500.0,3739.8124957635528,98.84624299957068,18316.36623600025,34.0
1774893175,10000,GET,/models,121.300000,0.000000,1100,1300,1400,1500,1600,1800,2000,2500,2500,2500,2500,5470,0,320.0,516.9460880211855,12.126493998948717,2494.123866999871,399.0
1774893175,10000,POST,/predict,1434.800000,0.000000,1300,1400,1500,1600,1800,2000,2000,2100,2500,2500,2500,34617,0,870.0,872.3735140054573,2.440809999825433,2506.5585399988777,44.99257590201346
1774893175,10000,,Aggregated,1676.000000,0.000000,1300,1500,1600,1700,2000,7000,12000,14000,18000,18000,18000,45691,0,810.0,1181.5140456996292,2.440809999825433,18316.36623600025,86.02512529819877
1774893176,10000,GET,/health,119.900000,0.000000,7700,9400,12000,14000,15000,17000,18000,18000,18000,18000,18000,5604,0,1500.0,3739.8124957635528,98.84624299957068,18316.36623600025,34.0
1774893176,10000,GET,/models,121.300000,0.000000,1100,1300,1400,1500,1600,1800,2000,2500,2500,2500,2500,5470,0,320.0,516.9460880211855,12.126493998948717,2494.123866999871,399.0
1774893176,10000,POST,/predict,1434.800000,0.000000,1300,1500,1600,1600,1800,2000,2000,2100,2500,2500,2500,34617,0,870.0,872.3735140054573,2.440809999825433,2506.5585399988777,44.99257590201346
1774893176,10000,,Aggregated,1676.000000,0.000000,1300,1500,1600,1700,2000,7000,12000,14000,18000,18000,18000,45691,0,810.0,1181.5140456996292,2.440809999825433,18316.36623600025,86.02512529819877
1774893177,10000,GET,/health,119.900000,0.000000,7700,9400,12000,14000,15000,17000,18000,18000,18000,18000,18000,5604,0,1500.0,3739.8124957635528,98.84624299957068,18316.36623600025,34.0
1774893177,10000,GET,/models,121.300000,0.000000,900,1300,1400,1500,1700,1900,2100,2500,2500,2500,2500,5470,0,320.0,516.9460880211855,12.126493998948717,2494.123866999871,399.0
1774893177,10000,POST,/predict,1434.800000,0.000000,1300,1500,1600,1600,1800,2000,2000,2100,2500,2500,2500,34617,0,870.0,872.3735140054573,2.440809999825433,2506.5585399988777,44.99257590201346
1774893177,10000,,Aggregated,1676.000000,0.000000,1300,1500,1600,1700,2000,7000,12000,14000,18000,18000,18000,45691,0,810.0,1181.5140456996292,2.440809999825433,18316.36623600025,86.02512529819877
1774893178,10000,GET,/health,139.300000,0.000000,8400,14000,17000,18000,18000,19000,20000,20000,21000,21000,21000,6085,0,2200.0,4711.419103098266,98.84624299957068,20989.76595699969,34.0
1774893178,10000,GET,/models,136.900000,0.000000,890,1200,1400,1500,1800,2000,2400,2500,2700,2700,2700,6011,0,320.0,544.5063325819174,12.126493998948717,2685.191646000021,399.0
1774893178,10000,POST,/predict,1459.600000,0.000000,1300,1600,1700,1800,2000,2000,2400,2500,2700,2700,2700,39193,4,900.0,922.9186290657483,2.440809999825433,2719.5367439999245,44.98966652208303
1774893178,10000,,Aggregated,1735.800000,0.000000,1400,1600,1800,1900,2400,7900,18000,18000,20000,21000,21000,51289,4,880.0,1328.042321676709,2.440809999825433,20989.76595699969,85.17535923882313
1774893179,10000,GET,/health,139.300000,0.000000,8400,15000,18000,18000,18000,19000,20000,20000,21000,21000,21000,6085,0,2200.0,4711.419103098266,98.84624299957068,20989.76595699969,34.0
